person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,cb_person_cred_hist_length,loan_percent_income
21,57000,5,14400,,2,0.25
24,57000,8,19725,9.99,2,0.35
23,45000,5,7500,15.37,4,0.17
22,39000,1,7500,,4,0.19
24,57000,8,6000,5.99,3,0.11
26,57000,4,12000,13.49,2,0.21
22,57000,1,3200,5.99,4,0.06
26,45450,2,7500,11.14,3,0.17
22,45600,6,7500,,4,0.16
23,57000,0,20000,11.99,2,0.35
26,46800,6,7500,9.99,3,0.16
21,47500,2,7500,10.99,2,0.16
23,57000,7,9250,5.99,4,0.16
25,57000,9,12000,10.59,3,0.21
23,48000,4,7500,5.79,4,0.16
22,42000,7,7500,17.04,2,0.18
25,48000,9,7500,12.53,3,0.16
23,57000,1,4200,12.68,4,0.07
24,57000,5,8000,5.42,3,0.14
24,57000,8,14000,14.91,4,0.25
23,57000,5,18000,11.11,2,0.32
25,48659,4,7500,,4,0.15
23,57000,6,7000,,2,0.12
22,49000,7,7500,6.62,3,0.15
25,57000,5,11200,14.46,4,0.2
22,43000,1,7500,14.96,3,0.17
21,44000,5,7500,7.9,3,0.17
25,50000,3,7500,10.99,2,0.15
23,57000,6,17500,14.09,3,0.31
26,44000,0,7500,16.4,3,0.17
22,50000,1,7500,8.94,3,0.15
25,44000,7,7500,13.92,3,0.17
23,44000,0,7500,16,4,0.17
22,51000,3,12000,11.86,3,0.24
24,50000,2,7500,10.01,3,0.15
22,57000,6,7000,7.14,3,0.12
25,57000,5,12000,13.23,3,0.21
22,50000,1,7500,8.32,4,0.15
26,51000,5,7000,15.21,4,0.14
22,57000,5,7500,11.86,3,0.13
22,44400,4,7500,8.49,4,0.17
22,57000,5,7500,10.25,2,0.13
22,50663,0,7500,13.22,3,0.15
26,51000,10,13000,15.33,3,0.25
22,51000,6,7500,5.99,2,0.15
22,57000,6,11400,12.53,3,0.2
22,51000,6,7500,,4,0.15
23,52000,7,7500,10.38,2,0.14
25,53000,0,7500,10.39,4,0.14
24,55000,0,7500,6.03,3,0.14
24,51000,8,12000,,3,0.24
22,55000,6,7500,6.03,2,0.14
26,57000,10,2500,11.58,3,0.04
24,57000,8,9000,8,4,0.16
21,55000,1,7500,7.88,2,0.14
24,57000,3,5500,8,3,0.1
23,57000,7,4200,10.51,3,0.07
24,55000,1,7500,12.53,2,0.14
25,57000,4,900,8.63,4,0.02
22,57000,6,25000,9.01,2,0.44
25,57000,5,7250,10.59,4,0.13
26,57006,10,6000,6.17,2,0.11
23,57000,8,7500,11.97,4,0.13
23,57600,5,7500,13.85,3,0.13
26,57068,2,1600,15.23,4,0.03
22,52000,1,7500,,4,0.14
25,57120,,25000,10.99,4,0.44
23,57188,7,17450,6.62,3,0.31
21,57192,0,8000,7.49,3,0.14
23,59000,7,7500,6.54,2,0.13
25,53000,3,7500,12.92,4,0.14
21,57200,5,8000,6.03,2,0.14
22,57200,7,7500,7.51,3,0.13
25,57200,1,2400,7.49,2,0.04
22,57200,4,7000,7.51,2,0.12
25,60000,6,7500,14.27,2,0.13
22,57204,6,9000,15.58,3,0.16
22,60000,6,7500,9.99,3,0.13
23,60000,4,7500,7.66,2,0.13
25,57400,9,8475,6.99,2,0.15
22,57400,0,10500,7.75,3,0.18
24,57431,8,4000,6.76,3,0.07
22,60000,3,7500,6.17,3,0.13
22,60000,1,7500,,4,0.13
23,57468,8,14075,9.91,2,0.24
23,60000,8,7500,9.07,2,0.13
21,57500,6,4000,7.9,3,0.07
22,60000,6,7500,11.34,4,0.13
21,61000,3,7500,10.39,2,0.12
26,64000,8,7500,9.83,3,0.12
25,57500,5,12275,,3,0.21
26,57500,2,7750,6.76,3,0.13
25,51500,1,13000,16.07,2,0.25
26,66000,2,7500,6.62,2,0.11
25,67000,7,7500,12.18,4,0.11
23,57504,1,9000,6.54,3,0.16
23,57504,7,10000,8.59,2,0.17
26,57550,,3500,5.42,4,0.06
22,57564,6,21000,11.48,3,0.36
22,67500,1,7500,9.76,2,0.11
24,68000,0,7500,11.99,2,0.11
23,68000,1,7500,11.49,3,0.11
24,57600,8,10500,6.62,3,0.18
26,57600,10,1800,12.42,3,0.03
23,57600,,10000,6.03,4,0.17
22,57600,6,6500,7.49,3,0.11
22,57600,,1500,5.99,3,0.03
23,51600,1,4800,10.99,3,0.09
24,57600,,3300,5.42,4,0.06
23,62844,7,7500,11.97,4,0.12
22,57600,6,6000,10.74,3,0.1
24,57600,9,6500,,2,0.11
24,69996,5,7500,7.49,2,0.11
23,64000,0,7500,13.55,3,0.12
22,57600,1,6000,10,2,0.1
22,57600,2,4000,,2,0.07
23,57600,6,4000,5.42,2,0.07
23,57600,7,5000,5.79,3,0.09
21,72000,1,7500,13.22,3,0.1
23,57600,7,4000,,3,0.07
22,72000,3,7500,11.41,3,0.1
23,75000,8,7500,13.48,3,0.1
23,75000,4,7500,11.83,2,0.1
25,57600,4,7000,7.88,3,0.12
23,57600,7,10000,13.11,3,0.17
25,58650,5,7500,15.37,4,0.11
24,79992,0,7500,10.71,4,0.09
23,57600,0,1000,,2,0.02
23,57664,4,10000,6.62,4,0.17
25,74004,2,7500,12.61,4,0.1
23,57700,7,3500,10.65,4,0.06
21,57700,5,13500,9.91,2,0.23
25,57700,9,9000,,3,0.16
22,76500,0,7500,13.24,4,0.1
23,57738,7,7000,7.14,4,0.12
23,57744,7,2500,10.37,2,0.04
23,87000,1,7500,10.33,2,0.09
23,90000,5,7500,15.58,3,0.08
22,66300,3,7500,14.96,2,0.1
23,90000,7,7500,11.03,4,0.08
23,57850,8,4000,10.99,2,0.07
22,57860,1,20000,11.41,3,0.35
22,57900,3,4850,8.49,2,0.08
24,79500,2,7500,16.89,4,0.09
22,57996,4,21250,6.91,4,0.37
24,100300,3,7500,11.49,4,0.07
23,57996,5,8800,7.51,2,0.15
23,115275,7,7500,11.28,4,0.07
26,116600,2,7500,11.59,3,0.06
23,116700,2,7500,,4,0.06
22,57996,2,2500,12.53,3,0.04
26,108000,2,7500,16.77,3,0.07
24,57996,5,2400,11.89,4,0.04
25,125000,3,7500,12.69,4,0.06
26,51996,2,6500,15.68,4,0.13
23,57996,7,7200,,2,0.12
26,230000,0,7500,8,2,0.03
26,58000,5,31300,11.71,3,0.54
26,50000,3,7525,11.49,2,0.15
24,20400,3,7550,14.79,4,0.37
25,58000,7,7200,11.71,3,0.12
24,58000,8,15700,7.9,3,0.27
24,58000,3,11000,16.77,4,0.19
22,70000,4,7550,7.51,2,0.11
26,56950,10,7550,9.99,3,0.11
24,58000,3,15000,,4,0.26
25,54000,7,7575,6.99,4,0.14
22,58000,6,20000,11.99,4,0.34
26,58000,0,11600,11.99,3,0.2
22,52000,6,14825,15.62,3,0.29
25,41412,,7600,11.12,3,0.18
25,39000,3,7600,12.84,3,0.19
22,49000,0,7600,15.62,4,0.16
25,60000,1,7600,12.21,4,0.13
26,67000,2,7600,10,4,0.11
24,58000,5,7000,6.99,4,0.12
25,61680,1,7600,13.23,4,0.12
26,58000,5,10000,,4,0.17
24,58000,3,6000,5.42,4,0.1
24,58000,8,3000,5.42,4,0.05
21,58000,3,4500,6.92,4,0.08
24,76554,8,7600,12.61,2,0.1
23,57000,5,7650,11.71,4,0.13
26,58000,2,3000,6.92,4,0.05
25,65000,6,7675,15.33,3,0.12
22,23400,,7700,5.99,2,0.33
24,52000,8,5000,15.28,4,0.1
25,24000,6,7700,8.9,3,0.32
24,58000,8,8000,13.43,4,0.14
22,58000,1,4000,7.29,3,0.07
23,29772,3,7700,16.77,4,0.26
22,58000,6,10000,14.83,2,0.17
22,58000,4,11050,6.54,4,0.19
25,58000,9,8500,7.14,3,0.15
24,96408,1,7700,12.53,4,0.08
22,19680,2,7750,14.83,3,0.39
22,23000,2,7750,,4,0.34
24,24000,0,7750,17.27,3,0.32
23,58000,8,8000,13.61,3,0.14
26,24000,1,7750,14.35,3,0.32
23,58000,4,6400,13.48,3,0.11
21,26000,2,7750,16.7,2,0.3
25,58000,8,17500,13.11,4,0.3
21,26000,4,7750,13.16,3,0.3
23,58000,4,15000,10.25,3,0.26
26,58000,10,5000,10.62,2,0.09
23,58000,3,5000,7.14,2,0.09
26,29760,6,7750,9.62,4,0.26
24,30000,6,7750,,2,0.26
24,33000,2,7750,,2,0.23
23,29000,6,7750,14.59,3,0.27
23,58000,0,9600,7.51,3,0.17
25,58000,9,10400,12.18,2,0.18
22,52000,6,6000,,3,0.12
23,52000,7,5000,11.48,2,0.1
22,48000,1,7750,7.74,2,0.16
25,49000,2,7750,9.63,4,0.16
25,100000,9,7750,9.99,4,0.08
24,58000,6,2200,7.4,3,0.04
22,33000,5,7800,10.99,3,0.24
24,58000,0,3500,7.68,2,0.06
23,33000,0,7800,10.95,2,0.24
24,33600,1,7800,16.49,4,0.23
25,58000,4,17000,10.95,4,0.29
22,58000,5,4500,13.16,2,0.08
21,34000,5,7800,13.79,2,0.23
26,36000,3,7800,14.27,2,0.22
23,58000,0,16000,12.21,4,0.28
22,58000,3,15000,13.79,4,0.26
26,38000,6,7800,12.53,4,0.21
26,58000,5,12000,13.16,4,0.21
24,40000,1,7800,,2,0.2
25,58000,2,2750,12.86,4,0.05
25,58000,5,10000,13.24,4,0.17
22,52000,6,10000,13.87,2,0.19
25,43000,2,7800,7.14,3,0.18
25,58000,5,3150,6.17,4,0.05
26,43000,5,7800,7.88,2,0.18
23,43955,7,7800,15.62,3,0.18
23,45000,0,7800,12.69,4,0.17
24,45000,3,7800,7.51,3,0.17
24,54000,2,7800,7.9,4,0.14
26,58125,10,6000,10.25,2,0.1
24,49000,2,7800,15.62,2,0.16
25,59000,2,7800,12.21,2,0.13
22,60000,6,7800,15.21,4,0.13
22,58200,1,10000,12.53,2,0.17
23,58200,2,13000,,2,0.22
23,59004,1,7800,15.99,3,0.13
26,78000,6,7800,16.77,3,0.1
23,80000,2,7800,9.99,2,0.1
26,85757,0,7800,11.83,3,0.09
21,100000,1,7800,7.88,2,0.08
24,26000,3,7850,9.96,2,0.3
22,32000,0,7875,14.91,2,0.25
23,58500,6,4000,8,2,0.07
25,58560,9,5000,10.59,4,0.09
23,58560,7,8000,12.21,3,0.14
23,58600,6,7800,7.9,4,0.13
22,28000,7,7900,9.99,2,0.28
22,58608,6,12000,6.03,4,0.2
22,52650,1,19200,17.26,4,0.36
23,30000,4,7925,15.27,4,0.26
26,52704,8,3000,10.95,4,0.06
25,58750,6,6000,15.33,3,0.1
21,50700,5,7950,10.99,3,0.16
22,58800,6,5100,10.99,4,0.09
22,14400,3,8000,9.99,4,0.56
21,15500,3,8000,7.51,4,0.52
24,16000,0,8000,13.57,2,0.5
21,58800,5,25000,14.09,2,0.43
22,19200,4,8000,16.29,3,0.42
22,58896,6,9500,6.76,3,0.16
24,19200,1,8000,13.61,3,0.42
26,58900,8,6400,8.63,3,0.11
22,19800,4,8000,,4,0.4
21,58951,5,3000,7.51,4,0.05
24,20000,5,8000,10.99,4,0.4
21,20000,4,8000,12.21,4,0.4
22,59000,5,6000,,2,0.1
26,59000,9,6000,7.51,4,0.1
24,20000,0,8000,12.41,4,0.4
23,59000,7,3600,7.51,2,0.06
23,53000,6,6000,10.65,3,0.11
25,59000,5,6000,6.99,3,0.1
22,59000,6,10000,10.99,4,0.17
22,21000,7,8000,16.77,2,0.38
23,59000,5,13000,5.42,4,0.22
23,59000,7,2000,5.42,2,0.03
26,59000,,7800,6.99,2,0.13
22,59000,1,15000,5.99,3,0.25
25,53000,9,10625,,4,0.2
22,59000,6,6400,,4,0.11
22,21600,3,8000,11.49,3,0.37
24,53000,6,5000,15.62,4,0.09
23,59000,7,9000,8.49,3,0.15
21,53000,4,14400,7.49,2,0.27
25,21996,3,8000,13.98,2,0.36
24,22100,4,8000,13.23,2,0.36
22,59000,1,13375,6.92,4,0.23
22,53000,6,25000,13.8,3,0.47
24,23000,0,8000,13.49,4,0.35
25,23000,,8000,14.46,2,0.35
23,23148,0,8000,,4,0.35
22,23400,2,8000,8.59,2,0.34
22,59000,4,20000,6.91,4,0.34
22,24000,0,8000,,2,0.33
24,59000,5,8000,6.54,4,0.14
25,59000,6,5000,6.17,2,0.08
23,24000,7,8000,7.29,2,0.33
21,59000,5,5600,11.49,4,0.09
25,59000,7,25000,10.62,3,0.42
26,59000,4,3500,10.99,2,0.06
26,25000,1,8000,11.71,4,0.32
25,25000,1,8000,12.42,3,0.32
22,25000,4,8000,10.74,4,0.32
23,59000,0,21600,11.89,2,0.37
23,25000,6,8000,13.61,4,0.32
22,25000,6,8000,11.36,2,0.32
26,59000,7,500,9.76,2,0.01
25,59000,6,5100,8.32,3,0.09
23,59004,3,4000,6.99,3,0.07
23,25200,1,8000,12.73,4,0.32
26,59020,10,7000,10,2,0.12
22,26000,0,8000,11.99,4,0.31
25,26000,4,8000,12.87,4,0.31
24,27000,3,8000,8.9,4,0.3
26,27000,0,8000,11.11,4,0.3
21,27024,4,8000,8.49,3,0.3
23,27996,0,8000,17.58,4,0.29
24,59393,4,2400,12.69,4,0.04
25,59400,9,18500,12.73,2,0.31
25,59436,1,7500,6.76,3,0.13
25,28000,3,8000,14.65,4,0.29
26,59500,9,12000,6.62,3,0.2
24,59500,0,4200,10.59,2,0.07
26,59500,8,5100,10.37,4,0.09
21,28000,0,8000,7.51,4,0.29
21,28000,3,8000,10.99,2,0.29
23,28000,8,8000,7.74,4,0.29
24,28000,9,8000,12.84,4,0.29
22,59600,6,6000,5.42,3,0.1
25,59650,9,10000,13.61,2,0.17
24,28590,7,8000,15.65,2,0.28
26,59700,5,15000,10.99,4,0.25
26,59760,,6000,9.99,2,0.1
22,53774,6,8600,19.42,2,0.16
22,28800,6,8000,11.49,2,0.28
25,59796,4,7000,9.63,2,0.12
23,59800,7,15000,15.96,3,0.25
22,28800,0,8000,13.72,2,0.28
26,53826,10,8500,14.79,3,0.16
24,28800,5,8000,,2,0.28
23,59928,7,18000,6.91,3,0.3
23,53950,8,15000,16.63,2,0.28
22,59959,4,6000,,3,0.1
26,28800,5,8000,,3,0.28
21,28800,5,8000,9.88,2,0.28
23,30000,2,8000,12.42,2,0.27
26,30000,0,8000,9.91,2,0.27
24,30000,3,8000,,2,0.27
23,30000,0,8000,13.49,2,0.27
22,30000,6,8000,5.42,4,0.27
26,54000,10,3600,12.69,4,0.07
26,30000,5,8000,12.99,2,0.27
23,60000,5,10000,11.71,4,0.17
22,30000,,8000,,3,0.27
26,60000,9,7200,13.49,2,0.12
25,30000,6,8000,10.74,3,0.27
26,30000,1,8000,10,3,0.27
24,30000,8,8000,9.25,2,0.27
26,30000,3,8000,12.61,4,0.27
24,60000,8,18000,7.9,3,0.3
23,60000,7,25850,7.9,4,0.43
24,30000,7,8000,13.61,3,0.27
26,30000,4,8000,13.98,2,0.27
22,60000,,12000,7.51,3,0.2
24,30000,5,8000,14.26,2,0.27
22,30000,3,8000,12.53,2,0.27
25,30000,5,8000,12.87,4,0.27
23,30000,4,8000,12.18,2,0.27
25,60000,4,1200,13.49,4,0.02
24,60000,8,10000,6.03,3,0.17
23,60000,7,10000,6.03,3,0.17
22,30000,0,8000,9.32,4,0.27
23,60000,7,21000,11.71,4,0.35
21,30000,5,8000,,2,0.27
23,30188,3,8000,14.65,2,0.27
22,30996,2,8000,11.49,2,0.26
23,60000,3,12000,15.27,4,0.2
26,60000,2,18000,13.49,4,0.3
26,31000,5,8000,14.27,3,0.26
26,60000,10,20000,12.69,2,0.33
24,31200,7,8000,11.49,2,0.26
23,31200,6,8000,11.49,4,0.26
25,31416,5,8000,12.61,4,0.25
23,54000,7,21200,12.42,2,0.39
26,60000,8,12000,10.65,2,0.2
23,60000,5,16000,14.27,4,0.27
25,32000,2,8000,10.62,3,0.25
24,60000,7,20000,7.9,4,0.33
22,32400,6,8000,7.9,2,0.25
23,33000,4,8000,,4,0.24
26,60000,,10000,6.03,4,0.17
24,54000,6,6300,14.65,2,0.12
22,33996,1,8000,10.51,3,0.24
22,34000,2,8000,9.91,4,0.24
23,60000,7,7000,7.9,4,0.12
25,60000,9,12000,7.9,3,0.2
24,60000,8,7000,11.71,2,0.12
24,29000,4,8000,12.42,2,0.28
23,60000,7,3000,8.9,4,0.05
23,60000,3,12000,10.65,2,0.2
23,60000,6,25600,,4,0.43
22,60000,6,10000,8.9,4,0.17
23,60000,0,8000,7.51,2,0.13
22,35000,3,8000,14.27,3,0.23
24,35000,8,8000,6.03,2,0.23
26,60000,3,30000,14.27,4,0.5
25,60000,10,10000,16.77,3,0.17
25,60000,7,12000,16.77,4,0.2
26,35000,10,8000,,3,0.23
22,35000,5,8000,7.29,2,0.23
23,60000,2,5000,6.03,3,0.08
24,60000,,12000,7.9,3,0.2
23,60000,7,15000,7.9,3,0.25
23,29000,0,8000,18.3,2,0.28
23,29000,7,8000,12.73,3,0.28
22,60000,1,10000,7.9,4,0.17
22,35000,1,8000,12.41,3,0.23
26,60000,10,8000,16.77,2,0.13
25,60000,4,14000,7.9,2,0.23
25,60000,6,4000,12.69,2,0.07
22,35000,1,8000,9.2,3,0.23
24,60000,6,10000,8.9,2,0.17
23,35004,7,8000,,3,0.23
22,29570,6,8000,14.42,4,0.27
22,60000,6,3950,10.65,2,0.07
22,60000,3,5000,7.9,2,0.08
26,60000,7,16000,7.9,2,0.27
26,30000,6,8000,,3,0.27
23,36000,0,8000,7.51,2,0.22
22,30000,2,8000,11.11,3,0.27
25,60000,0,9000,9.91,3,0.15
24,60000,8,3000,10.65,2,0.05
23,36000,5,8000,,2,0.22
21,30000,3,8000,16.45,2,0.27
23,60000,7,11500,,4,0.19
24,60000,9,1500,12.42,2,0.03
22,36000,4,8000,15.33,2,0.22
25,60000,9,23275,12.42,3,0.39
22,60000,6,6000,9.91,4,0.1
24,60000,2,10000,11.71,2,0.17
24,60000,9,3000,7.51,4,0.05
25,60000,1,5000,15.27,2,0.08
24,36000,8,8000,11.48,4,0.22
25,60000,9,9600,6.03,3,0.16
24,60000,4,4000,7.9,3,0.07
26,36903,3,8000,12.21,2,0.22
22,30996,6,8000,7.14,4,0.26
25,60000,4,8650,7.51,2,0.14
22,37000,0,8000,8.94,2,0.22
23,60000,7,6000,8.9,4,0.1
22,60000,0,13250,7.9,3,0.22
25,31008,7,8000,,3,0.26
23,60000,6,1200,6.03,3,0.02
22,31200,0,8000,14.3,3,0.26
23,37440,8,8000,14.18,2,0.21
23,37500,2,8000,14.26,4,0.21
24,37648,0,8000,7.29,2,0.21
22,60000,6,1000,10.99,2,0.02
22,60000,7,15000,16.49,2,0.25
24,54000,1,1500,5.42,3,0.03
22,60000,6,16800,11.99,3,0.28
24,37876,4,8000,9.63,2,0.21
23,60000,7,12000,5.99,3,0.2
22,60000,6,18000,12.99,2,0.3
22,60000,6,2500,15.99,3,0.04
22,60000,1,6750,10.99,4,0.11
25,60000,6,8400,16.89,3,0.14
23,38000,5,8000,10.65,3,0.21
23,60000,,16000,7.49,3,0.27
26,38000,4,8000,12.69,4,0.21
24,38000,8,8000,11.49,2,0.21
23,60000,8,21000,,3,0.35
25,60000,2,6900,9.99,3,0.12
25,60000,10,10000,11.49,2,0.17
26,60000,3,2000,,4,0.03
22,60000,5,8000,6.99,4,0.13
23,60000,5,8850,6.99,3,0.15
26,54000,10,8500,5.42,3,0.16
23,38000,0,8000,6.17,2,0.21
22,38004,2,8000,11.36,3,0.21
22,38400,6,8000,7.88,4,0.21
23,32698,3,8000,18.43,3,0.24
23,60000,6,7000,12.99,4,0.12
26,39000,2,8000,6.62,2,0.21
25,60000,9,15000,8.49,3,0.25
23,54000,3,4000,15.62,3,0.07
23,60000,6,8000,13.49,2,0.13
26,54000,11,4800,11.49,2,0.09
22,60000,2,3500,9.99,2,0.06
22,39860,6,8000,11.11,3,0.2
22,39996,2,8000,7.14,4,0.2
24,60000,8,17000,7.49,2,0.28
22,60000,2,5200,5.99,2,0.09
23,33996,7,8000,10.95,3,0.24
25,40000,9,8000,12.42,2,0.2
26,60000,6,5000,9.99,2,0.08
22,40000,1,8000,7.9,4,0.2
25,60000,10,3600,5.99,3,0.06
22,40000,2,8000,12.99,2,0.2
22,60000,5,5600,7.49,3,0.09
24,34000,0,8000,16.49,3,0.24
23,40000,3,8000,11.49,3,0.2
23,60000,,5600,10.99,2,0.09
21,40000,2,8000,9.63,2,0.2
23,54000,5,5200,13.99,3,0.1
24,40000,4,8000,9.63,3,0.2
24,40000,2,8000,6.17,2,0.2
22,40000,2,8000,11.36,4,0.2
23,60000,8,20000,7.49,3,0.33
24,40000,0,8000,10.25,4,0.2
25,60000,5,5000,,4,0.08
24,60000,1,15000,16.89,2,0.25
22,40000,2,8000,12.18,4,0.2
24,60000,3,4000,5.42,2,0.07
24,40560,5,8000,7.66,2,0.2
25,60000,1,10000,16.49,3,0.17
24,60000,0,6000,5.42,3,0.1
25,41000,3,8000,10.99,4,0.2
21,35000,0,8000,19.79,4,0.23
25,60000,5,10425,8.49,4,0.17
26,35000,0,8000,15.31,2,0.23
22,60000,,10000,5.99,2,0.17
25,60000,2,12500,11.49,2,0.21
24,60000,0,8500,10.59,3,0.14
25,41579,9,8000,13.92,3,0.19
26,54000,8,5000,15.62,4,0.09
24,41600,0,8000,10.59,4,0.19
24,60000,8,9600,12.99,2,0.16
23,60000,7,5000,12.99,2,0.08
23,36000,2,8000,7.51,2,0.22
25,60000,1,4000,,4,0.07
21,60000,5,10000,5.99,2,0.17
25,60000,9,1800,8.49,4,0.03
24,42000,2,8000,,4,0.19
24,36000,1,8000,12.12,4,0.22
25,54000,,10000,16.89,2,0.19
25,42000,1,8000,5.99,2,0.19
25,60000,0,4000,5.99,4,0.07
22,60000,6,2800,10.99,4,0.05
24,36000,6,8000,15.28,3,0.22
22,60000,6,5000,5.99,4,0.08
22,60000,2,10000,,2,0.17
22,60000,6,6000,6.62,3,0.1
23,60000,6,10000,5.42,4,0.17
24,42000,0,8000,9.25,3,0.19
25,42000,3,8000,,4,0.19
25,36000,9,8000,12.73,2,0.22
22,60000,1,4800,7.49,3,0.08
23,60000,7,2000,15.23,2,0.03
24,36000,2,8000,14.96,2,0.22
23,42000,1,8000,12.84,4,0.19
25,42500,1,8000,,4,0.19
24,36816,0,8000,10.65,4,0.22
24,60000,8,21000,,4,0.35
23,42996,3,8000,11.11,2,0.19
23,43000,3,8000,10.37,4,0.19
22,60000,6,2500,6.99,3,0.04
22,54000,0,6000,,3,0.11
25,60000,3,3000,5.99,4,0.05
24,60000,2,12000,9.99,2,0.2
26,43000,1,8000,12.87,3,0.19
22,43200,2,8000,5.99,3,0.19
22,60000,1,10000,5.42,2,0.17
25,43200,10,8000,,3,0.19
24,43300,4,8000,7.29,4,0.18
23,43800,8,8000,17.93,3,0.18
22,60000,3,15000,7.49,4,0.25
26,44000,10,8000,13.8,3,0.18
22,44684,1,8000,12.04,2,0.18
22,60000,6,12000,13.99,3,0.2
25,54000,4,12000,17.49,4,0.22
26,45000,5,8000,18.25,2,0.18
25,60000,3,3200,5.42,4,0.05
23,39000,3,8000,16.49,3,0.21
24,39000,4,8000,,2,0.21
23,60000,7,3800,5.42,3,0.06
25,45000,4,8000,10.38,3,0.18
26,60000,10,7875,7.66,3,0.13
26,45000,3,8000,15.33,4,0.18
23,39000,3,8000,11.36,3,0.21
24,45000,8,8000,12.73,4,0.18
22,60000,7,10950,11.11,3,0.18
24,60000,8,13000,7.29,2,0.22
23,60000,3,10000,6.92,4,0.17
22,60000,5,8800,10.37,4,0.15
23,60000,3,4000,7.66,2,0.07
22,45000,1,8000,12.84,3,0.18
25,45000,1,8000,13.47,4,0.18
21,45000,5,8000,,2,0.18
25,39000,4,8000,11.34,2,0.21
23,45286,5,8000,7.29,4,0.18
22,45996,2,8000,7.51,3,0.17
25,60000,9,6500,5.79,4,0.11
22,46000,3,8000,6.17,2,0.17
25,60000,1,5000,7.29,2,0.08
26,60000,10,5000,6.92,4,0.08
23,60000,7,12000,7.29,3,0.2
23,60000,5,22000,13.06,3,0.37
24,40000,5,8000,9.88,2,0.2
26,60000,10,12500,6.92,2,0.21
23,46330,0,8000,10.65,4,0.17
24,46700,5,8000,15.65,3,0.17
21,41000,4,8000,9.91,4,0.2
26,47000,0,8000,10,4,0.17
22,47000,0,8000,12.18,4,0.17
22,60000,2,10000,,4,0.17
23,60000,0,15000,10.37,4,0.25
25,60000,6,13000,14.17,3,0.22
24,60000,7,10000,10.37,4,0.17
26,60000,6,3050,7.29,3,0.05
26,60000,3,20000,10.74,4,0.33
22,60000,6,7800,7.29,2,0.13
25,47004,1,8000,12.53,4,0.17
23,48000,5,8000,,2,0.17
24,42000,8,8000,16.29,4,0.19
23,48000,3,8000,8.49,2,0.17
22,48000,6,8000,12.99,3,0.17
24,60000,7,15850,11.11,3,0.26
22,60000,6,11200,5.79,4,0.19
25,48000,2,8000,10.59,4,0.17
23,48000,,8000,12.99,4,0.17
23,60000,7,7200,,2,0.12
25,60000,9,5000,7.29,4,0.08
22,60000,7,12000,10,3,0.2
24,48000,,8000,7.51,4,0.17
25,48000,4,8000,14.35,2,0.17
23,42000,3,8000,15.58,2,0.19
25,60000,9,5500,10.74,2,0.09
25,48000,2,8000,13.11,4,0.17
26,48000,3,8000,9.96,3,0.17
24,48500,5,8000,15.96,3,0.16
22,60000,6,6125,6.17,3,0.1
26,48701,3,8000,11.48,4,0.16
25,49244,3,8000,8,3,0.16
24,49992,5,8000,15.95,2,0.16
21,44000,5,8000,16.29,3,0.18
24,50000,8,8000,15.96,3,0.16
24,50000,3,8000,12.42,2,0.16
23,50000,0,8000,14.27,4,0.16
22,50000,2,8000,6.62,3,0.16
23,50000,4,8000,6.62,3,0.16
22,60000,,5000,6.54,4,0.08
24,60000,8,9000,,4,0.15
25,50000,6,8000,7.9,4,0.16
23,44000,5,8000,13.49,2,0.18
25,60000,4,6500,6.17,3,0.11
22,60000,6,2000,12.61,2,0.03
26,60000,6,9000,6.91,3,0.15
23,50000,0,8000,7.49,4,0.16
24,50000,9,8000,9.99,2,0.16
24,60000,4,5000,5.79,3,0.08
23,60000,8,10000,,3,0.17
21,44000,6,8000,15.21,2,0.18
24,60000,8,12000,9.62,4,0.2
21,60000,5,8000,12.23,3,0.13
23,60000,7,12000,,4,0.2
21,60000,5,7800,9.99,2,0.13
22,60000,6,2000,6.54,3,0.03
25,50000,4,8000,13.85,3,0.16
24,60000,2,9700,8.88,3,0.16
26,60000,0,7200,,4,0.12
23,50000,0,8000,,4,0.16
22,50000,2,8000,12.18,4,0.16
23,60000,6,2000,10.36,2,0.03
24,50000,0,8000,7.74,4,0.16
23,60000,6,7000,6.54,3,0.12
22,50000,2,8000,13.16,2,0.16
25,44000,1,8000,12.92,4,0.18
21,60000,5,6000,6.91,4,0.1
23,60000,4,20000,6.54,3,0.33
25,60000,7,8000,5.79,2,0.13
23,60000,5,7200,,4,0.12
23,50004,5,8000,12.73,4,0.16
26,50049,5,8000,12.99,3,0.16
21,50400,4,8000,15.62,2,0.16
26,60000,4,7000,9.62,3,0.12
23,60000,4,13000,6.91,2,0.22
26,60000,2,5000,,4,0.08
25,60000,3,10000,10.36,4,0.17
25,51996,6,8000,10.37,2,0.15
24,52000,3,8000,10.99,4,0.15
24,52000,2,8000,7.51,4,0.15
26,52000,3,8000,10.25,4,0.15
23,52000,5,8000,13.22,2,0.15
26,46000,3,8000,14.42,2,0.17
22,60000,3,8700,15.58,4,0.14
24,52000,1,8000,11.78,3,0.15
23,46000,2,8000,11.86,3,0.17
25,60000,3,10000,11.49,4,0.17
24,60000,3,20000,7.88,2,0.33
25,60000,9,16000,7.88,4,0.27
24,46500,2,8000,15.23,2,0.17
24,52800,1,8000,12.87,3,0.15
21,60000,0,16000,,2,0.27
24,60000,8,14000,,2,0.23
25,53000,9,8000,12.23,3,0.15
23,53000,6,8000,14.26,4,0.15
